rank,slug,title,devpost_url,stage,leverage,execution,impact,creativity,aggregate,confidence,webmcp_verification,adjudication,screenshot
151,crisisdesk-agent-native-incident-response,CrisisDesk — Agent-Native Incident Response,https://devpost.com/software/crisisdesk-agent-native-incident-response,S1R,9,9,9,8,35,0.9,UNVERIFIED,,screenshots/crisisdesk-agent-native-incident-response.png
152,expediente-vivo-evidence-review-desk,Expediente Vivo — Evidence Review Desk,https://devpost.com/software/expediente-vivo-evidence-review-desk,S1R,9,9,9,8,35,0.93,UNVERIFIED,,screenshots/expediente-vivo-evidence-review-desk.png
153,grapevine-care,Grapevine Care,https://devpost.com/software/grapevine-care,S1R,9,9,9,8,35,0.88,UNVERIFIED,,screenshots/grapevine-care.png
154,jobly-turn-a-resume-into-a-completed-application,Jobly: turn a resume into a completed application,https://devpost.com/software/jobly-turn-a-resume-into-a-completed-application,S1R,9,9,9,8,35,0.88,UNVERIFIED,,screenshots/jobly-turn-a-resume-into-a-completed-application.png
155,runwire,Runwire,https://devpost.com/software/runwire,S1R,9,9,9,8,35,0.9,UNVERIFIED,,screenshots/runwire.png
156,testpilot,TestPilot,https://devpost.com/software/testpilot,S1R,9,9,9,8,35,0.89,UNVERIFIED,,screenshots/testpilot.png
157,wishopai-pocket-merchant,Wishopai Pocket Merchant,https://devpost.com/software/wishopai-pocket-merchant,S1R,9,9,9,8,35,0.9,UNVERIFIED,,screenshots/wishopai-pocket-merchant.png
158,biomech-emcee-shared-3d-movement-review-with-webmcp,Biomech Emcee — Shared 3D Movement Review with WebMCP,https://devpost.com/software/biomech-emcee-shared-3d-movement-review-with-webmcp,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/biomech-emcee-shared-3d-movement-review-with-webmcp.png
159,callscope,CallScope,https://devpost.com/software/callscope,S1R,9,9,8,9,35,0.55,UNVERIFIED,,screenshots/callscope.png
160,circuit-co-pilot,Circuit Co-Pilot,https://devpost.com/software/circuit-co-pilot,S1R,9,9,8,9,35,0.92,UNVERIFIED,,screenshots/circuit-co-pilot.png
161,constellation-7rhqat,Constellation,https://devpost.com/software/constellation-7rhqat,S1R,9,9,8,9,35,0.88,UNVERIFIED,,screenshots/constellation-7rhqat.png
162,contractlab,ContractLab,https://devpost.com/software/contractlab,S1R,9,9,8,9,35,0.92,UNVERIFIED,,screenshots/contractlab.png
163,countersign-5mdsva,Countersign,https://devpost.com/software/countersign-5mdsva,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/countersign-5mdsva.png
164,draft-room,Draft Room,https://devpost.com/software/draft-room,S1R,9,9,8,9,35,0.87,UNVERIFIED,,screenshots/draft-room.png
165,duet-c6f3sn,Duet,https://devpost.com/software/duet-c6f3sn,S1R,9,9,8,9,35,0.87,UNVERIFIED,,screenshots/duet-c6f3sn.png
166,github-web-mcp,Github web mcp,https://devpost.com/software/github-web-mcp,S1R,9,9,8,9,35,0.92,UNVERIFIED,,screenshots/github-web-mcp.png
167,loadshed,Loadshed,https://devpost.com/software/loadshed,S1R,9,9,8,9,35,0.88,UNVERIFIED,,screenshots/loadshed.png
168,nivra-fx8ekd,Nivra: shared architecture for humans and AI,https://devpost.com/software/nivra-fx8ekd,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/nivra-fx8ekd.png
169,paperquant-lab,PaperQuant Lab,https://devpost.com/software/paperquant-lab,S1R,9,9,8,9,35,0.88,UNVERIFIED,,screenshots/paperquant-lab.png
170,pending-human,Pending: Human,https://devpost.com/software/pending-human,S1R,9,9,8,9,35,0.76,UNVERIFIED,,screenshots/pending-human.png
171,redline-enw67x,REDLINE,https://devpost.com/software/redline-enw67x,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/redline-enw67x.png
172,roomdex,RoomDex,https://devpost.com/software/roomdex,S1R,9,9,8,9,35,0.92,UNVERIFIED,,screenshots/roomdex.png
173,ruleloom,Ruleloom,https://devpost.com/software/ruleloom,S1R,9,9,8,9,35,0.86,UNVERIFIED,,screenshots/ruleloom.png
174,runline,Runline,https://devpost.com/software/runline,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/runline.png
175,showbranch,ShowBranch,https://devpost.com/software/showbranch,S1R,9,9,8,9,35,0.89,UNVERIFIED,,screenshots/showbranch.png
176,slideforge-zlbnmx,SlideForge,https://devpost.com/software/slideforge-zlbnmx,S1R,9,9,8,9,35,0.91,UNVERIFIED,,screenshots/slideforge-zlbnmx.png
177,structsketch,StructSketch,https://devpost.com/software/structsketch,S1R,9,9,8,9,35,0.89,UNVERIFIED,,screenshots/structsketch.png
178,tablemap-a-seating-chart-your-agent-can-help-with,Tablemap - a seating chart your agent can help with,https://devpost.com/software/tablemap-a-seating-chart-your-agent-can-help-with,S1R,9,9,8,9,35,0.93,UNVERIFIED,,screenshots/tablemap-a-seating-chart-your-agent-can-help-with.png
179,wattweave,WattWeave,https://devpost.com/software/wattweave,S1R,9,9,8,9,35,0.8,UNVERIFIED,,screenshots/wattweave.png
180,waypoint-plan-trips-with-your-agent-beside-you,"Waypoint — plan trips with your agent, beside you",https://devpost.com/software/waypoint-plan-trips-with-your-agent-beside-you,S1R,9,9,8,9,35,0.91,UNVERIFIED,,screenshots/waypoint-plan-trips-with-your-agent-beside-you.png
181,xagent-id-webmcp-onboarding,xAgent.ID,https://devpost.com/software/xagent-id-webmcp-onboarding,S1R,9,9,8,9,35,0.9,UNVERIFIED,,screenshots/xagent-id-webmcp-onboarding.png
182,protocol-mirror,Protocol Mirror,https://devpost.com/software/protocol-mirror,S2,9.0,8.5,9.0,8.5,35.0,0.905,CLAIM_ONLY,,screenshots/protocol-mirror.png
183,beat-z,Beat.Z,https://devpost.com/software/beat-z,S2,9.0,8.5,8.5,9.0,35.0,0.835,VIDEO_VERIFIED,,screenshots/beat-z.png
184,chatgpt-webmcp,Keydler,https://devpost.com/software/chatgpt-webmcp,S2,9.0,8.5,8.5,9.0,35.0,0.915,CLAIM_ONLY,,screenshots/chatgpt-webmcp.png
185,critiqor-webmcp,Critiqor-WebMCP,https://devpost.com/software/critiqor-webmcp,S2,9.0,8.5,8.5,9.0,35.0,0.91,VIDEO_VERIFIED,,screenshots/critiqor-webmcp.png
186,the-cartographer-s-cabinet,The Cartographer's Cabinet,https://devpost.com/software/the-cartographer-s-cabinet,S2,9.0,8.5,8.0,9.5,35.0,0.915,VERIFIED_RUNTIME,,screenshots/the-cartographer-s-cabinet.png
187,0x1-expedition-vault,0x1 Expedition Vault,https://devpost.com/software/0x1-expedition-vault,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/0x1-expedition-vault.png
188,agentrep,AgentRep,https://devpost.com/software/agentrep,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/agentrep.png
189,as-i-am-9mdl6p,As I Am,https://devpost.com/software/as-i-am-9mdl6p,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/as-i-am-9mdl6p.png
190,auricle-z16nqi,Auricle,https://devpost.com/software/auricle-z16nqi,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/auricle-z16nqi.png
191,cardea-k69nz3,Cardea,https://devpost.com/software/cardea-k69nz3,S1R,9,8,9,9,35,0.84,UNVERIFIED,,screenshots/cardea-k69nz3.png
192,cedarfield-clinic,Cedarfield Clinic,https://devpost.com/software/cedarfield-clinic,S1R,9,8,9,9,35,0.78,UNVERIFIED,,screenshots/cedarfield-clinic.png
193,clearance-pukrgn,Clearance,https://devpost.com/software/clearance-pukrgn,S1R,9,8,9,9,35,0.83,UNVERIFIED,,screenshots/clearance-pukrgn.png
194,commitweb,CommitWeb,https://devpost.com/software/commitweb,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/commitweb.png
195,concierge-uic9nv,Concierge,https://devpost.com/software/concierge-uic9nv,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/concierge-uic9nv.png
196,consensus-dz20ml,Consensus,https://devpost.com/software/consensus-dz20ml,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/consensus-dz20ml.png
197,countersign-3w2d0k,Countersign,https://devpost.com/software/countersign-3w2d0k,S2,9.0,8.0,9.0,9.0,35.0,0.915,VERIFIED_RUNTIME,,screenshots/countersign-3w2d0k.png
198,countersign-4ym0tq,Countersign,https://devpost.com/software/countersign-4ym0tq,S2,9.0,8.0,9.0,9.0,35.0,0.895,VERIFIED_RUNTIME,,screenshots/countersign-4ym0tq.png
199,cursus-3h8uzd,Cursus,https://devpost.com/software/cursus-3h8uzd,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/cursus-3h8uzd.png
200,dominaitrix,Dominaitrix,https://devpost.com/software/dominaitrix,S1R,9,8,9,9,35,0.83,UNVERIFIED,,screenshots/dominaitrix.png
201,easel-xrpgf8,Easel,https://devpost.com/software/easel-xrpgf8,S1R,9,8,9,9,35,0.78,UNVERIFIED,,screenshots/easel-xrpgf8.png
202,ezi-chemlab,EZI ChemLab,https://devpost.com/software/ezi-chemlab,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/ezi-chemlab.png
203,forkline,Forkline,https://devpost.com/software/forkline,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/forkline.png
204,form-less,Form Less,https://devpost.com/software/form-less,S1R,9,8,9,9,35,0.82,UNVERIFIED,,screenshots/form-less.png
205,formcoach-an-ai-coach-that-sees-numbers-not-your-video,"FormCoach — an AI coach that sees numbers, not your video",https://devpost.com/software/formcoach-an-ai-coach-that-sees-numbers-not-your-video,S1R,9,8,9,9,35,0.82,UNVERIFIED,,screenshots/formcoach-an-ai-coach-that-sees-numbers-not-your-video.png
206,gridboard,GridBoard,https://devpost.com/software/gridboard,S1R,9,8,9,9,35,0.84,UNVERIFIED,,screenshots/gridboard.png
207,guacadoc,GuacaDoc,https://devpost.com/software/guacadoc,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/guacadoc.png
208,gwen-zero-credential-agent-authority,GWEN Zero-Credential Agent Authority,https://devpost.com/software/gwen-zero-credential-agent-authority,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/gwen-zero-credential-agent-authority.png
209,handshake-ai,Mutual Assent AI,https://devpost.com/software/handshake-ai,S1R,9,8,9,9,35,0.82,UNVERIFIED,,screenshots/handshake-ai.png
210,heatgrid,HeatGrid,https://devpost.com/software/heatgrid,S1R,9,8,9,9,35,0.9,UNVERIFIED,,screenshots/heatgrid.png
211,hemloop,Hemloop,https://devpost.com/software/hemloop,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/hemloop.png
212,hubit,Hubit,https://devpost.com/software/hubit,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/hubit.png
213,insurasync,InsurAsync,https://devpost.com/software/insurasync,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/insurasync.png
214,kenny,Kenny,https://devpost.com/software/kenny,S1R,9,8,9,9,35,0.91,UNVERIFIED,,screenshots/kenny.png
215,lantern-fsipnk,Lantern,https://devpost.com/software/lantern-fsipnk,S1R,9,8,9,9,35,0.83,UNVERIFIED,,screenshots/lantern-fsipnk.png
216,liminal-wiki-bvtz5j,Liminal Wiki,https://devpost.com/software/liminal-wiki-bvtz5j,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/liminal-wiki-bvtz5j.png
217,mandaneum,Mandaneum,https://devpost.com/software/mandaneum,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/mandaneum.png
218,merge-queue-yxa1b3,Merge-Queue,https://devpost.com/software/merge-queue-yxa1b3,S2,9.0,8.0,9.0,9.0,35.0,0.9,CLAIM_ONLY,,screenshots/merge-queue-yxa1b3.png
219,metawebmcp,MetaWebMCP,https://devpost.com/software/metawebmcp,S1R,9,8,9,9,35,0.77,UNVERIFIED,,screenshots/metawebmcp.png
220,mol-webmcp-agent-native-structural-biology,Mol* WebMCP: Agent-Native Structural Biology,https://devpost.com/software/mol-webmcp-agent-native-structural-biology,S1R,9,8,9,9,35,0.77,UNVERIFIED,,screenshots/mol-webmcp-agent-native-structural-biology.png
221,multicom,MultiCOM,https://devpost.com/software/multicom,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/multicom.png
222,neighbors-decide,Neighbors Decide,https://devpost.com/software/neighbors-decide,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/neighbors-decide.png
223,nexus-ade2kj,NEXUS,https://devpost.com/software/nexus-ade2kj,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/nexus-ade2kj.png
224,odyssey-wtg3h1,odyssey,https://devpost.com/software/odyssey-wtg3h1,S1R,9,8,9,9,35,0.92,UNVERIFIED,,screenshots/odyssey-wtg3h1.png
225,ombuds,Ombuds,https://devpost.com/software/ombuds,S2,9.0,8.0,9.0,9.0,35.0,0.875,VERIFIED_RUNTIME,,screenshots/ombuds.png
226,once-h2pdtk,ONCE — Tell Your Story Once,https://devpost.com/software/once-h2pdtk,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/once-h2pdtk.png
227,openscene-studio,OpenScene Studio,https://devpost.com/software/openscene-studio,S1R,9,8,9,9,35,0.76,UNVERIFIED,,screenshots/openscene-studio.png
228,outcomemesh,OutcomeMesh,https://devpost.com/software/outcomemesh,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/outcomemesh.png
229,pinboard-9sahlt,Pinboard,https://devpost.com/software/pinboard-9sahlt,S1R,9,8,9,9,35,0.82,UNVERIFIED,,screenshots/pinboard-9sahlt.png
230,processtwin-pull-requests-for-application-state,ProcessTwin — Pull Requests for Application State,https://devpost.com/software/processtwin-pull-requests-for-application-state,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/processtwin-pull-requests-for-application-state.png
231,quorum-awbqyk,Quorum,https://devpost.com/software/quorum-awbqyk,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/quorum-awbqyk.png
232,recall-user-controlled-ai-memory,Recall — User-Controlled AI Memory,https://devpost.com/software/recall-user-controlled-ai-memory,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/recall-user-controlled-ai-memory.png
233,redline-the-agent-reads-the-fine-print-you-keep-the-pen,Redline,https://devpost.com/software/redline-the-agent-reads-the-fine-print-you-keep-the-pen,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/redline-the-agent-reads-the-fine-print-you-keep-the-pen.png
234,relay-df26mq,Relay WebMCP,https://devpost.com/software/relay-df26mq,S1R,9,8,9,9,35,0.78,UNVERIFIED,,screenshots/relay-df26mq.png
235,relaybench,RelayBench,https://devpost.com/software/relaybench,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/relaybench.png
236,relaygrid,RelayGrid,https://devpost.com/software/relaygrid,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/relaygrid.png
237,replay-fk0ua2,REPLAY,https://devpost.com/software/replay-fk0ua2,S2,9.0,8.0,9.0,9.0,35.0,0.925,CLAIM_ONLY,,screenshots/replay-fk0ua2.png
238,repro-ledger,Repro Ledger,https://devpost.com/software/repro-ledger,S1R,9,8,9,9,35,0.9,UNVERIFIED,,screenshots/repro-ledger.png
239,resolve-guard,Resolve Guard,https://devpost.com/software/resolve-guard,S1R,9,8,9,9,35,0.73,UNVERIFIED,,screenshots/resolve-guard.png
240,runcard,Runcard,https://devpost.com/software/runcard,S1R,9,8,9,9,35,0.92,UNVERIFIED,,screenshots/runcard.png
241,shadow-u1o5rc,SHADOW,https://devpost.com/software/shadow-u1o5rc,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/shadow-u1o5rc.png
242,showonce-webmcp-for-do-what-i-did,ShowOnce - WebMCP for “do what I did.”,https://devpost.com/software/showonce-webmcp-for-do-what-i-did,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/showonce-webmcp-for-do-what-i-did.png
243,sidekicks,Sidekicks,https://devpost.com/software/sidekicks,S1R,9,8,9,9,35,0.89,UNVERIFIED,,screenshots/sidekicks.png
244,spokes-sd13ax,Spokes - a collaborative map to help with coordination,https://devpost.com/software/spokes-sd13ax,S1,9.0,8.0,9.0,9.0,35.0,0.88,UNVERIFIED,,screenshots/spokes-sd13ax.png
245,tail-risk,Tail Risk,https://devpost.com/software/tail-risk,S2,9.0,8.0,9.0,9.0,35.0,0.91,VERIFIED_RUNTIME,,screenshots/tail-risk.png
246,tether-z90f5l,Tether,https://devpost.com/software/tether-z90f5l,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/tether-z90f5l.png
247,three-in-the-loop,Three in the Loop,https://devpost.com/software/three-in-the-loop,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/three-in-the-loop.png
248,tooltruth,ToolTruth,https://devpost.com/software/tooltruth,S1R,9,8,9,9,35,0.87,UNVERIFIED,,screenshots/tooltruth.png
249,trafo,Trafo,https://devpost.com/software/trafo,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/trafo.png
250,trustwright-the-trust-layer-for-the-agent-web,Trustwright: The trust layer for the agent web,https://devpost.com/software/trustwright-the-trust-layer-for-the-agent-web,S1R,9,8,9,9,35,0.88,UNVERIFIED,,screenshots/trustwright-the-trust-layer-for-the-agent-web.png
251,valence-s47wvp,Valence,https://devpost.com/software/valence-s47wvp,S1R,9,8,9,9,35,0.85,UNVERIFIED,,screenshots/valence-s47wvp.png
252,vivid-9sajwf,Vivid,https://devpost.com/software/vivid-9sajwf,S1R,9,8,9,9,35,0.78,UNVERIFIED,,screenshots/vivid-9sajwf.png
253,webclerk,webclerk,https://devpost.com/software/webclerk,S1R,9,8,9,9,35,0.91,UNVERIFIED,,screenshots/webclerk.png
254,webmcp-challenge,WebMCP-Challenge,https://devpost.com/software/webmcp-challenge,S1R,9,8,9,9,35,0.84,UNVERIFIED,,screenshots/webmcp-challenge.png
255,webmcp-labor-index,Say to Match,https://devpost.com/software/webmcp-labor-index,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/webmcp-labor-index.png
256,withheld-56n90j,Withheld,https://devpost.com/software/withheld-56n90j,S1R,9,8,9,9,35,0.86,UNVERIFIED,,screenshots/withheld-56n90j.png
257,chameleon-ehdxmj,Chameleon,https://devpost.com/software/chameleon-ehdxmj,S2,9.0,8.0,8.0,10.0,35.0,0.9,CLAIM_ONLY,,screenshots/chameleon-ehdxmj.png
258,seven-rooms,Seven Games to Show the Future of WebMCP,https://devpost.com/software/seven-rooms,S1R,9,8,8,10,35,0.79,UNVERIFIED,,screenshots/seven-rooms.png
259,stagehand-i5xuht,Stagehand,https://devpost.com/software/stagehand-i5xuht,S1R,9,8,8,10,35,0.55,UNVERIFIED,,screenshots/stagehand-i5xuht.png
260,civicflow-a-webmcp-public-benefit-portal,CivicFlow: A WebMCP Public Benefit Portal,https://devpost.com/software/civicflow-a-webmcp-public-benefit-portal,S1R,8,9,10,8,35,0.92,UNVERIFIED,,screenshots/civicflow-a-webmcp-public-benefit-portal.png
261,enclave-ls2z4k,Enclave,https://devpost.com/software/enclave-ls2z4k,S2,10.0,6.0,9.5,9.0,34.5,0.89,CLAIM_ONLY,,screenshots/enclave-ls2z4k.png
262,pip-the-mug,Pip The Mug,https://devpost.com/software/pip-the-mug,S2,9.5,8.0,8.0,9.0,34.5,0.895,VERIFIED_RUNTIME,,screenshots/pip-the-mug.png
263,graft-o1mpdy,Graft,https://devpost.com/software/graft-o1mpdy,S2,9.5,7.0,9.0,9.0,34.5,0.905,CLAIM_ONLY,,screenshots/graft-o1mpdy.png
264,orbit-d8r6ow,Orbit,https://devpost.com/software/orbit-d8r6ow,S2,9.0,9.0,8.5,8.0,34.5,0.89,VERIFIED_RUNTIME,,screenshots/orbit-d8r6ow.png
265,inclusivepatch,InclusivePatch,https://devpost.com/software/inclusivepatch,S2,9.0,8.5,9.0,8.0,34.5,0.9,VERIFIED_RUNTIME,,screenshots/inclusivepatch.png
266,webmcp,TripRescue,https://devpost.com/software/webmcp,S2,9.0,8.5,9.0,8.0,34.5,0.9,VIDEO_VERIFIED,,screenshots/webmcp.png
267,focus-contract-studio,Focus Contract Studio,https://devpost.com/software/focus-contract-studio,S2,9.0,8.5,8.0,9.0,34.5,0.935,VIDEO_VERIFIED,,screenshots/focus-contract-studio.png
268,probepilot-studio,ProbePilot Studio,https://devpost.com/software/probepilot-studio,S2,9.0,8.5,8.0,9.0,34.5,0.915,VIDEO_VERIFIED,,screenshots/probepilot-studio.png
269,branchline-dgbnlf,BranchLine,https://devpost.com/software/branchline-dgbnlf,S2,9.0,8.0,9.0,8.5,34.5,0.84,VERIFIED_RUNTIME,,screenshots/branchline-dgbnlf.png
270,village-ojh723,Village,https://devpost.com/software/village-ojh723,S2,9.0,8.0,9.0,8.5,34.5,0.935,VERIFIED_RUNTIME,,screenshots/village-ojh723.png
271,identitymap-witness,IdentityMap Witness,https://devpost.com/software/identitymap-witness,S2,9.0,8.0,8.5,9.0,34.5,0.895,VERIFIED_RUNTIME,,screenshots/identitymap-witness.png
272,scopebox,Scopebox,https://devpost.com/software/scopebox,S2,9.0,8.0,8.5,9.0,34.5,0.925,VERIFIED_RUNTIME,,screenshots/scopebox.png
273,toolforge-j4pe2t,ToolForge,https://devpost.com/software/toolforge-j4pe2t,S1,9.0,8.0,8.5,9.0,34.5,0.87,UNVERIFIED,,screenshots/toolforge-j4pe2t.png
274,take-five,Take Five,https://devpost.com/software/take-five,S2,9.0,8.0,8.0,9.5,34.5,0.935,VERIFIED_RUNTIME,,screenshots/take-five.png
275,hexmend,hexmend,https://devpost.com/software/hexmend,S2,9.0,8.0,7.5,10.0,34.5,0.945,VIDEO_VERIFIED,,screenshots/hexmend.png
276,equaltrace,EqualTrace,https://devpost.com/software/equaltrace,S2,9.0,7.5,9.0,9.0,34.5,0.895,CLAIM_ONLY,,screenshots/equaltrace.png
277,room-a-web-page-that-argues-back,ROOM — a web page that argues back,https://devpost.com/software/room-a-web-page-that-argues-back,S1,8.5,8.5,8.5,9.0,34.5,0.91,UNVERIFIED,,screenshots/room-a-web-page-that-argues-back.png
278,saeti-aurora-hall,Sæti — Aurora Hall,https://devpost.com/software/saeti-aurora-hall,S2,8.5,8.0,9.0,9.0,34.5,0.92,VERIFIED_RUNTIME,,screenshots/saeti-aurora-hall.png
279,spacescale,SpaceScale,https://devpost.com/software/spacescale,S1,8.5,8.0,9.0,9.0,34.5,0.85,UNVERIFIED,,screenshots/spacescale.png
280,recall-me-maybe,Recall Me Maybe,https://devpost.com/software/recall-me-maybe,S1,8.0,8.5,9.0,9.0,34.5,0.875,UNVERIFIED,,screenshots/recall-me-maybe.png
281,agent-chess,Agent Chess,https://devpost.com/software/agent-chess,S1R,10,9,7,8,34,0.89,UNVERIFIED,,screenshots/agent-chess.png
282,precidra,Precidra Viewer,https://devpost.com/software/precidra,S1R,10,8,8,8,34,0.87,UNVERIFIED,,screenshots/precidra.png
